ref_area,indicator,source,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2011,4,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_Q,2011,24,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2011,375,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_TOTAL,2012,528,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_A,2012,29,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_B,2012,58,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_C,2012,35,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_E,2012,3,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_F,2012,124,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_G,2012,32,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_H,2012,77,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_K,2012,9,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_L,2012,136,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_O,2012,3,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2012,5,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_Q,2012,15,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_T,2012,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2012,528,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_TOTAL,2013,735,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_A,2013,36,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_B,2013,65,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_C,2013,98,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_E,2013,1,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_F,2013,129,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_G,2013,110,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_H,2013,86,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_I,2013,14,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_K,2013,19,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_L,2013,150,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_O,2013,19,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2013,4,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_Q,2013,4,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_T,2013,0,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_U,2013,0,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2013,735,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_TOTAL,2014,545,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_A,2014,33,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_B,2014,63,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_C,2014,54,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_D,2014,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_F,2014,88,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_G,2014,68,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_H,2014,78,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_I,2014,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_K,2014,3,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_L,2014,104,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_O,2014,12,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2014,5,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_Q,2014,6,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_S,2014,25,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_T,2014,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_U,2014,0,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2014,545,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_TOTAL,2015,1742,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_A,2015,926,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_B,2015,0,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_C,2015,80,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_D,2015,74,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_F,2015,9,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_G,2015,196,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_H,2015,5,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_I,2015,66,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_J,2015,13,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_K,2015,101,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_L,2015,8,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_N,2015,13,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_O,2015,192,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2015,33,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_T,2015,24,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_U,2015,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2015,1742,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_TOTAL,2017,566,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_A,2017,26,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_B,2017,90,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_C,2017,51,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_D,2017,6,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_F,2017,92,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_G,2017,58,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_H,2017,90,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_I,2017,5,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_K,2017,3,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_L,2017,105,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_O,2017,9,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_P,2017,4,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_Q,2017,9,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_S,2017,16,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_T,2017,2,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_ISIC4_U,2017,0,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COL,INJ_FATL_ECO_NB,FX:1020,ECO_AGGREGATE_TOTAL,2017,566,,,T13:149_T14:156_I4:219_I2:1653,S9:66
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1981,3,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1981,3,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1982,10,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1982,10,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1983,5,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1983,5,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1984,7,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1984,7,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1985,2,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1985,2,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_ISIC2_TOTAL,1986,9,,,T13:149,
COM,INJ_FATL_ECO_NB,FX:1022,ECO_AGGREGATE_TOTAL,1986,9,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_TOTAL,1980,6,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_1,1980,2,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_2,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_3,1980,1,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_4,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_5,1980,2,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_6,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_7,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_8,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_9,1980,1,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_0,1980,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_AGGREGATE_TOTAL,1980,6,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_TOTAL,1981,8,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_1,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_2,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_3,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_4,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_5,1981,3,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_6,1981,2,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_7,1981,2,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_8,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_9,1981,1,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_0,1981,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_AGGREGATE_TOTAL,1981,8,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_TOTAL,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_1,1982,1,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_2,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_3,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_4,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_5,1982,3,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_6,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_7,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_8,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_9,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_ISIC2_0,1982,0,,,T13:149,
CPV,INJ_FATL_ECO_NB,FX:1026,ECO_AGGREGATE_TOTAL,1982,0,,,T13:149,
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1976,64,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1976,64,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1977,79,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1977,79,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1978,91,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1978,91,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1979,75,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1979,75,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1983,57,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1983,57,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1984,58,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1984,58,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1985,73,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1985,73,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1986,57,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1986,57,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1987,56,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1987,56,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1988,49,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1988,49,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1989,79,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1989,79,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1990,116,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1990,116,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1991,66,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1991,66,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1992,67,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1992,67,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1993,61,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1993,61,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1994,67,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1994,67,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1995,58,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1995,58,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1996,72,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1996,72,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1997,60,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_1,1997,14,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_2,1997,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_3,1997,8,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_4,1997,8,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_5,1997,4,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_6,1997,7,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_7,1997,7,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_8,1997,2,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_9,1997,10,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_0,1997,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1997,60,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1998,47,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_1,1998,5,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_2,1998,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_3,1998,9,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_4,1998,3,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_5,1998,6,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_6,1998,7,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_7,1998,7,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_8,1998,2,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_9,1998,8,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_0,1998,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1998,47,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,1999,84,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_1,1999,13,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_2,1999,1,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_3,1999,17,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_4,1999,2,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_5,1999,9,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_6,1999,11,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_7,1999,10,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_8,1999,4,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_9,1999,17,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_0,1999,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,1999,84,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,2000,71,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_1,2000,13,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_2,2000,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_3,2000,18,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_4,2000,2,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_5,2000,9,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_6,2000,11,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_7,2000,3,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_8,2000,2,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_9,2000,13,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_0,2000,0,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,2000,71,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,2001,74,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,2001,74,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,2002,60,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,2002,60,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,2003,55,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,2003,55,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_ISIC2_TOTAL,2004,50,,,T13:150,S9:259
CRI,INJ_FATL_ECO_NB,FA:1028,ECO_AGGREGATE_TOTAL,2004,50,,,T13:150,S9:259
