ref_area,indicator,source,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_TOTAL,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_A,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_B,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_C,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_D,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_F,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_G,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_H,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_I,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_J,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_K,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_L,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_N,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_P,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_Q,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_R,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_T,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_U,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_ISIC4_X,2015,0,,,T13:150_T14:153_I1:1154,
AND,INJ_FATL_ECO_NB,EA:98,ECO_AGGREGATE_TOTAL,2015,0,,,T13:150_T14:153_I1:1154,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1994,3,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1994,3,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1994,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1994,3,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_A,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_G,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_I,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_K,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_N,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1995,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_A,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_G,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_I,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_K,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_N,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1996,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_A,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_G,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_I,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_K,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_N,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1997,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1998,1,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_A,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_G,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1998,1,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_I,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_K,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_N,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1998,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1998,1,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_TOTAL,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_A,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_B,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_C,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_D,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_E,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_F,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_G,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_H,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_I,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_J,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_K,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_N,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_ISIC3_O,1999,0,,,T13:149_I1:465,
ANT,INJ_FATL_ECO_NB,FA:854,ECO_AGGREGATE_TOTAL,1999,0,,,T13:149_I1:465,
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,1997,83,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,1997,7,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,1997,131,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,1997,16,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,1997,105,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,1997,61,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,1997,119,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,1997,47,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,1997,82,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,1997,0,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,1998,1092,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,1998,140,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,1998,9,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,1998,227,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,1998,13,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,1998,157,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,1998,133,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,1998,168,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,1998,78,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,1998,166,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,1998,1,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,1998,1092,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,1999,1069,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,1999,138,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,1999,8,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,1999,186,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,1999,28,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,1999,164,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,1999,151,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,1999,144,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,1999,85,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,1999,162,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,1999,3,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,1999,1069,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2000,915,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2000,78,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2000,8,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2000,161,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2000,15,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2000,113,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2000,122,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2000,128,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2000,81,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2000,208,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2000,1,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2000,915,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2002,680,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2002,70,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2002,10,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2002,123,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2002,12,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2002,49,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2002,74,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2002,105,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2002,70,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2002,165,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2002,2,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2002,680,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2003,718,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2003,82,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2003,11,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2003,99,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2003,13,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2003,75,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2003,99,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2003,101,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2003,75,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2003,163,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2003,0,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2003,718,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2004,804,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2004,108,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2004,18,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2004,140,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2004,13,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2004,99,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2004,91,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2004,98,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2004,66,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2004,169,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2004,2,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2004,804,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2005,857,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2005,115,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2005,13,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2005,170,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2005,10,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2005,108,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2005,95,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2005,124,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2005,65,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2005,156,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2005,1,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2005,857,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2006,995,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2006,116,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2006,9,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2006,184,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2006,10,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2006,158,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2006,106,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2006,149,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2006,78,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2006,183,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2006,2,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2006,995,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_TOTAL,2007,1020,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_1,2007,104,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_2,2007,11,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_3,2007,167,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_4,2007,8,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_5,2007,163,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_6,2007,110,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_7,2007,149,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_8,2007,92,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_9,2007,216,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_ISIC2_0,2007,0,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FA:865,ECO_AGGREGATE_TOTAL,2007,1020,,,T13:149,S3:26
ARG,INJ_FATL_ECO_NB,FX:154,ECO_ISIC4_TOTAL,2009,830,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_TOTAL,2009,830,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_NB,FX:154,ECO_ISIC4_TOTAL,2010,871,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_TOTAL,2010,871,,,T13:149_T14:154_I1:468,
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_TOTAL,2011,558,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_AGR,2011,65,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MAN,2011,74,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_CON,2011,97,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MEL,2011,19,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MKT,2011,218,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_PUB,2011,81,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_X,2011,4,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_TOTAL,2012,562,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_AGR,2012,61,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MAN,2012,78,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_CON,2012,115,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MEL,2012,35,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MKT,2012,189,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_PUB,2012,83,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_X,2012,1,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_TOTAL,2014,427,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_AGR,2014,47,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MAN,2014,53,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_CON,2014,67,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MEL,2014,20,,,T13:149_T14:154_I1:468,S9:259
ARG,INJ_FATL_ECO_NB,FX:154,ECO_AGGREGATE_MKT,2014,151,,,T13:149_T14:154_I1:468,S9:259
